INSERT INTO Taxi VALUES ('YPP6492', 'Renault', 'Citroen', '2003', 'LP881328');
INSERT INTO Taxi VALUES ('ERW5695', 'BWM', 'Nissan', '2002', 'YW938091');
INSERT INTO Taxi VALUES ('DNU7550', 'GWM', 'Nissan', '2018', 'YA880293');
INSERT INTO Taxi VALUES ('QRJ1345', 'Jaguar', 'Honda', '2023', 'NH938270');
INSERT INTO Taxi VALUES ('JHT5049', 'Jaguar', 'Marcopolo', '2008', 'PF016363');
INSERT INTO Taxi VALUES ('HPJ9251', 'Jeep', 'Honda', '2004', 'LH430158');
INSERT INTO Taxi VALUES ('WJD7460', 'Jeep', 'Suzuki', '2000', 'EA656386');
INSERT INTO Taxi VALUES ('LLO3349', 'Jeep', 'Nissan', '2012', 'WW096629');
INSERT INTO Taxi VALUES ('YEC5343', 'Citroen', 'Nissan', '2003', 'VH912399');
INSERT INTO Taxi VALUES ('HHT1751', 'Mitsubishi', 'Renault', '2017', 'KB754034');
INSERT INTO Taxi VALUES ('RFN6700', 'Mitsubishi', 'GWM', '2016', 'CX262012');
INSERT INTO Taxi VALUES ('PDQ2473', 'Volkswagen', 'Mitsubishi', '2006', 'NA135522');
INSERT INTO Taxi VALUES ('XRM0452', 'Toyota', 'Volkswagen', '2016', 'RQ112916');
INSERT INTO Taxi VALUES ('XHY7004', 'Nissan', 'Suzuki', '2003', 'BM063348');
INSERT INTO Taxi VALUES ('XCT5229', 'Nissan', 'Jaguar', '2000', 'FC724504');
INSERT INTO Taxi VALUES ('IYP5896', 'Renault', 'GWM', '2022', 'TQ851099');
INSERT INTO Taxi VALUES ('VXO1465', 'Honda', 'Nissan', '2008', 'BV538028');
INSERT INTO Taxi VALUES ('AXF9197', 'Nissan', 'BWM', '2023', 'HL955882');
INSERT INTO Taxi VALUES ('UQX9984', 'Honda', 'Peugeot', '2003', 'PA527258');
INSERT INTO Taxi VALUES ('MGB0488', 'Fiat', 'Nissan', '2016', 'HC652656');
INSERT INTO Taxi VALUES ('PBZ6383', 'Jeep', 'BWM', '2008', 'ZG244009');
INSERT INTO Taxi VALUES ('ARJ8177', 'Renault', 'BWM', '2014', 'LL784282');
INSERT INTO Taxi VALUES ('FSQ6467', 'Suzuki', 'Toyota', '2007', 'BN512347');
INSERT INTO Taxi VALUES ('RHA8303', 'Honda', 'BYD', '2003', 'HI933101');
INSERT INTO Taxi VALUES ('HSL0628', 'Volkswagen', 'Volkswagen', '2008', 'GZ169613');
INSERT INTO Taxi VALUES ('XYS2001', 'Volkswagen', 'GWM', '2002', 'DE126393');
INSERT INTO Taxi VALUES ('MMY5569', 'Volkswagen', 'Fiat', '2000', 'LJ352426');
INSERT INTO Taxi VALUES ('RGL2217', 'Fiat', 'Jeep', '2010', 'NQ161080');
INSERT INTO Taxi VALUES ('ZLL7615', 'Volkswagen', 'Fiat', '2000', 'YE038604');
INSERT INTO Taxi VALUES ('DFR9821', 'Peugeot', 'Jaguar', '2020', 'CI458536');
INSERT INTO Taxi VALUES ('EBD1670', 'BWM', 'GWM', '1999', 'ZS007505');
INSERT INTO Taxi VALUES ('VTU1042', 'Honda', 'Volkswagen', '2009', 'SI217233');
INSERT INTO Taxi VALUES ('FBB9518', 'Volkswagen', 'Marcopolo', '2009', 'AP321627');
INSERT INTO Taxi VALUES ('AJK1603', 'Suzuki', 'Suzuki', '2000', 'YH563362');
INSERT INTO Taxi VALUES ('IGU7510', 'Nissan', 'Mitsubishi', '2013', 'LW048423');
INSERT INTO Taxi VALUES ('DLZ7370', 'Suzuki', 'Volkswagen', '2013', 'MD532846');
INSERT INTO Taxi VALUES ('TJY2623', 'Jaguar', 'Nissan', '2010', 'WX574755');
INSERT INTO Taxi VALUES ('ZCB0233', 'Renault', 'Fiat', '2008', 'EC047896');
INSERT INTO Taxi VALUES ('JWC4874', 'Jaguar', 'Volkswagen', '2013', 'TH337917');
INSERT INTO Taxi VALUES ('GIA2905', 'Jeep', 'Jeep', '1998', 'OT356942');
INSERT INTO Taxi VALUES ('AQE3973', 'Honda', 'Volkswagen', '2020', 'WE660135');
INSERT INTO Taxi VALUES ('LAN5957', 'Mitsubishi', 'Citroen', '2003', 'LX342002');
INSERT INTO Taxi VALUES ('OUM4444', 'Renault', 'Jaguar', '2008', 'XN750070');
INSERT INTO Taxi VALUES ('AHL4540', 'Mitsubishi', 'Honda', '2003', 'XG925889');
INSERT INTO Taxi VALUES ('CEI8424', 'Suzuki', 'Toyota', '2004', 'GX187306');
INSERT INTO Taxi VALUES ('BRB7435', 'Honda', 'Toyota', '2011', 'UI731799');
INSERT INTO Taxi VALUES ('RYY4768', 'Citroen', 'Suzuki', '2019', 'EA718469');
INSERT INTO Taxi VALUES ('JDN5939', 'Toyota', 'GWM', '2000', 'SZ405003');
INSERT INTO Taxi VALUES ('WEU7407', 'Citroen', 'Nissan', '2001', 'UE197554');
INSERT INTO Taxi VALUES ('MJA6778', 'Honda', 'Jaguar', '2018', 'ME479599');
INSERT INTO Taxi VALUES ('IUB7093', 'Honda', 'Honda', '2017', 'NH251785');
INSERT INTO Taxi VALUES ('GPO3782', 'Citroen', 'Jaguar', '2010', 'ZU450681');
INSERT INTO Taxi VALUES ('OUS7355', 'Nissan', 'Jeep', '2014', 'QX800864');
INSERT INTO Taxi VALUES ('DEC3752', 'Mitsubishi', 'Peugeot', '2010', 'LW005819');
INSERT INTO Taxi VALUES ('QMS6785', 'Mitsubishi', 'Honda', '2006', 'RD562381');
INSERT INTO Taxi VALUES ('OPR2668', 'Volkswagen', 'Jaguar', '2010', 'JL485661');
INSERT INTO Taxi VALUES ('CHI2406', 'Nissan', 'Suzuki', '2014', 'BV381225');
INSERT INTO Taxi VALUES ('ISV4801', 'Fiat', 'Citroen', '2001', 'AT529960');
INSERT INTO Taxi VALUES ('ORB6974', 'Volkswagen', 'Marcopolo', '2013', 'UO584372');
INSERT INTO Taxi VALUES ('ZPZ9503', 'BWM', 'Jeep', '2004', 'ND687506');
INSERT INTO Taxi VALUES ('BWZ9363', 'Mitsubishi', 'Marcopolo', '2024', 'FU846714');
INSERT INTO Taxi VALUES ('YLR2091', 'BWM', 'Renault', '2013', 'AC630588');
INSERT INTO Taxi VALUES ('AIL5835', 'Suzuki', 'BWM', '2024', 'NE155304');
INSERT INTO Taxi VALUES ('CBP7278', 'BWM', 'Fiat', '2022', 'MN579606');
INSERT INTO Taxi VALUES ('JDH5207', 'Fiat', 'Fiat', '2009', 'VC372127');
INSERT INTO Taxi VALUES ('HRY7640', 'Marcopolo', 'Mitsubishi', '2014', 'YB866148');
INSERT INTO Taxi VALUES ('EUG7212', 'Jaguar', 'Nissan', '2007', 'OJ324022');
INSERT INTO Taxi VALUES ('UOW1788', 'Honda', 'GWM', '2015', 'AC291232');
INSERT INTO Taxi VALUES ('SYT8797', 'BYD', 'Suzuki', '2008', 'ON464642');
INSERT INTO Taxi VALUES ('EOQ1851', 'Fiat', 'Jaguar', '2021', 'JN580417');
INSERT INTO Taxi VALUES ('SNX1230', 'Mitsubishi', 'Citroen', '2001', 'YG665885');
INSERT INTO Taxi VALUES ('DWV0005', 'Citroen', 'Volkswagen', '2014', 'SW248067');
INSERT INTO Taxi VALUES ('UEJ7258', 'Nissan', 'Mitsubishi', '2016', 'PZ926923');
INSERT INTO Taxi VALUES ('UGZ3110', 'Nissan', 'Jaguar', '2007', 'IJ310124');
INSERT INTO Taxi VALUES ('HHO8727', 'Suzuki', 'BWM', '2009', 'DZ800917');
INSERT INTO Taxi VALUES ('MJY2097', 'Suzuki', 'Nissan', '2000', 'BZ480766');
INSERT INTO Taxi VALUES ('XXO6806', 'Fiat', 'Citroen', '2021', 'IX840189');
INSERT INTO Taxi VALUES ('GIJ6887', 'GWM', 'GWM', '2019', 'JH988326');
INSERT INTO Taxi VALUES ('KOZ7123', 'Mitsubishi', 'Nissan', '2006', 'CN130139');
INSERT INTO Taxi VALUES ('SLO9335', 'Volkswagen', 'Citroen', '2003', 'XU950169');
INSERT INTO Taxi VALUES ('JCA1268', 'GWM', 'Volkswagen', '2001', 'PU501848');
INSERT INTO Taxi VALUES ('XUW0976', 'Honda', 'Volkswagen', '2013', 'XQ724114');
INSERT INTO Taxi VALUES ('VLX0697', 'Jaguar', 'Jeep', '2002', 'ON444625');
INSERT INTO Taxi VALUES ('LCI5985', 'Jeep', 'Suzuki', '2011', 'FH234206');
INSERT INTO Taxi VALUES ('AUT4861', 'Jeep', 'Honda', '2000', 'IO894428');
INSERT INTO Taxi VALUES ('HEV7347', 'Honda', 'Nissan', '2012', 'CP577705');
INSERT INTO Taxi VALUES ('IHP8351', 'Citroen', 'Jeep', '2010', 'WL206486');
INSERT INTO Taxi VALUES ('HZZ5241', 'Citroen', 'BWM', '2010', 'LY540073');
INSERT INTO Taxi VALUES ('DAH2665', 'BYD', 'Nissan', '2007', 'TP082079');
INSERT INTO Taxi VALUES ('EQM6585', 'Jaguar', 'Fiat', '2005', 'ZH042422');
INSERT INTO Taxi VALUES ('OXL7723', 'Volkswagen', 'Jaguar', '2002', 'ER041793');
INSERT INTO Taxi VALUES ('CGB1581', 'Renault', 'Jeep', '2004', 'HI999054');
INSERT INTO Taxi VALUES ('NBF5975', 'BYD', 'Toyota', '2005', 'DJ465705');
INSERT INTO Taxi VALUES ('EQC6647', 'Honda', 'Renault', '2023', 'AZ076569');
INSERT INTO Taxi VALUES ('XGW9882', 'Suzuki', 'Mitsubishi', '2016', 'DP475666');
INSERT INTO Taxi VALUES ('RBP2199', 'BYD', 'Volkswagen', '2008', 'ZQ801426');
INSERT INTO Taxi VALUES ('FAL9662', 'Marcopolo', 'GWM', '2001', 'TW820893');
INSERT INTO Taxi VALUES ('WTT9940', 'Citroen', 'Jeep', '2009', 'RM982924');
INSERT INTO Taxi VALUES ('DQU8122', 'BYD', 'Nissan', '2010', 'RP433422');
INSERT INTO Taxi VALUES ('COW0092', 'Citroen', 'Marcopolo', '2007', 'EJ097745');
INSERT INTO Taxi VALUES ('QPM0255', 'Fiat', 'Citroen', '2023', 'IL614781');
INSERT INTO Taxi VALUES ('KCW0001', 'BYD', 'Mitsubishi', '2022', 'VE087936');
INSERT INTO Taxi VALUES ('XDV9612', 'Suzuki', 'Volkswagen', '2017', 'RB560102');
INSERT INTO Taxi VALUES ('MWR8457', 'Citroen', 'Volkswagen', '2003', 'IK734806');
INSERT INTO Taxi VALUES ('FAF3337', 'Fiat', 'BWM', '2024', 'VW407369');
INSERT INTO Taxi VALUES ('WYJ0479', 'Fiat', 'Fiat', '2020', 'VK501751');
INSERT INTO Taxi VALUES ('GIX0604', 'Suzuki', 'Fiat', '1998', 'VY419216');
INSERT INTO Taxi VALUES ('FDI9243', 'Honda', 'Nissan', '2013', 'ZG095802');
INSERT INTO Taxi VALUES ('AOT7779', 'BWM', 'Fiat', '2011', 'PI461698');
INSERT INTO Taxi VALUES ('EIC0836', 'Renault', 'Honda', '2002', 'FL028304');
INSERT INTO Taxi VALUES ('WDJ7884', 'Fiat', 'Jeep', '2010', 'FH431595');
INSERT INTO Taxi VALUES ('HBZ1535', 'BWM', 'Mitsubishi', '2006', 'JE532384');
INSERT INTO Taxi VALUES ('SIA8973', 'Volkswagen', 'Citroen', '2000', 'RH377873');
INSERT INTO Taxi VALUES ('GOU4865', 'Jeep', 'Suzuki', '2013', 'ZQ758927');
INSERT INTO Taxi VALUES ('WWT5894', 'BYD', 'Volkswagen', '1998', 'KF161439');
INSERT INTO Taxi VALUES ('ZHK9486', 'Marcopolo', 'Nissan', '2024', 'DW263339');
INSERT INTO Taxi VALUES ('WRE3752', 'Mitsubishi', 'Nissan', '2011', 'TT820461');
INSERT INTO Taxi VALUES ('BLS9338', 'Volkswagen', 'Honda', '2009', 'QL744995');
INSERT INTO Taxi VALUES ('ZSR0071', 'Volkswagen', 'Fiat', '2018', 'WB243935');
INSERT INTO Taxi VALUES ('JOY1903', 'Fiat', 'Citroen', '2003', 'YC821319');
INSERT INTO Taxi VALUES ('TOJ5682', 'Fiat', 'Peugeot', '2023', 'XF624507');
INSERT INTO Taxi VALUES ('GAX3173', 'Renault', 'BYD', '2010', 'NM949055');
INSERT INTO Taxi VALUES ('YVQ9422', 'Toyota', 'BWM', '1999', 'TK716362');
INSERT INTO Taxi VALUES ('GFF7988', 'Jeep', 'BWM', '2002', 'ZD456815');
INSERT INTO Taxi VALUES ('EYL3296', 'Citroen', 'Volkswagen', '2001', 'EZ192144');
INSERT INTO Taxi VALUES ('JAW2419', 'Fiat', 'Mitsubishi', '2017', 'ZV408533');
INSERT INTO Taxi VALUES ('VUQ1473', 'Peugeot', 'Volkswagen', '2011', 'CP730210');
INSERT INTO Taxi VALUES ('QQK0582', 'Citroen', 'Citroen', '2009', 'KE465396');
INSERT INTO Taxi VALUES ('RSE9815', 'Toyota', 'Mitsubishi', '2021', 'CD757494');
INSERT INTO Taxi VALUES ('NBI1349', 'Fiat', 'BYD', '2013', 'MM869729');
INSERT INTO Taxi VALUES ('QJM0688', 'Peugeot', 'Peugeot', '2013', 'NO933004');
INSERT INTO Taxi VALUES ('IFV2564', 'Volkswagen', 'Fiat', '2003', 'CS687310');
INSERT INTO Taxi VALUES ('YIX0388', 'Jeep', 'Volkswagen', '2001', 'GI966464');
INSERT INTO Taxi VALUES ('SPJ9684', 'Volkswagen', 'Mitsubishi', '2006', 'MY769371');
INSERT INTO Taxi VALUES ('ASN7108', 'Jaguar', 'Honda', '2022', 'FE869215');
INSERT INTO Taxi VALUES ('XXU8990', 'Mitsubishi', 'GWM', '2019', 'IS789224');
INSERT INTO Taxi VALUES ('IWC7390', 'GWM', 'Honda', '2005', 'EX527424');
INSERT INTO Taxi VALUES ('QUZ7177', 'Nissan', 'Citroen', '2011', 'YJ329362');
INSERT INTO Taxi VALUES ('AWB0468', 'Renault', 'BWM', '2007', 'UW315357');
INSERT INTO Taxi VALUES ('DZF7065', 'Volkswagen', 'Renault', '2013', 'ZR340222');
INSERT INTO Taxi VALUES ('SXN6525', 'Marcopolo', 'Suzuki', '2015', 'YH887989');
INSERT INTO Taxi VALUES ('MKC4056', 'Suzuki', 'Citroen', '2021', 'LG024093');
INSERT INTO Taxi VALUES ('DSP6827', 'BWM', 'BWM', '1998', 'OS296635');
INSERT INTO Taxi VALUES ('YNN6561', 'Honda', 'BWM', '2024', 'SI917061');
INSERT INTO Taxi VALUES ('PZN3227', 'BWM', 'Nissan', '2000', 'AJ540405');
INSERT INTO Taxi VALUES ('RMA2909', 'Mitsubishi', 'BYD', '2022', 'UJ844799');
INSERT INTO Taxi VALUES ('FJL2454', 'Renault', 'Mitsubishi', '2013', 'IB335751');
INSERT INTO Taxi VALUES ('PUG7561', 'Renault', 'Citroen', '2022', 'BK547788');
INSERT INTO Taxi VALUES ('EQG2137', 'Volkswagen', 'Honda', '2010', 'ND489820');
INSERT INTO Taxi VALUES ('NCT2380', 'Volkswagen', 'Suzuki', '2006', 'UN025220');
INSERT INTO Taxi VALUES ('TLJ5492', 'Volkswagen', 'Peugeot', '2004', 'KL263188');
INSERT INTO Taxi VALUES ('KJY4288', 'Volkswagen', 'BWM', '2002', 'VH754946');
INSERT INTO Taxi VALUES ('TBI1976', 'Mitsubishi', 'Renault', '2020', 'YM024562');
INSERT INTO Taxi VALUES ('QSH1291', 'BWM', 'Citroen', '2022', 'TL738971');
INSERT INTO Taxi VALUES ('BLY1250', 'Citroen', 'BYD', '2005', 'BS077713');
INSERT INTO Taxi VALUES ('IKW2587', 'Toyota', 'Volkswagen', '2006', 'NG173044');
INSERT INTO Taxi VALUES ('XVM2689', 'Jaguar', 'Mitsubishi', '1999', 'OW957059');
INSERT INTO Taxi VALUES ('FPH3829', 'Volkswagen', 'Honda', '1998', 'HK216866');
INSERT INTO Taxi VALUES ('VBS3279', 'Honda', 'GWM', '2014', 'FL870719');
INSERT INTO Taxi VALUES ('OEU4937', 'BWM', 'Suzuki', '2005', 'RS653454');
INSERT INTO Taxi VALUES ('UML6654', 'GWM', 'Citroen', '2013', 'JE790005');
INSERT INTO Taxi VALUES ('MVH7080', 'Jaguar', 'BWM', '2003', 'SS543159');
INSERT INTO Taxi VALUES ('KDR7731', 'GWM', 'Fiat', '2010', 'KA162309');
INSERT INTO Taxi VALUES ('QUJ1474', 'Jeep', 'Honda', '2016', 'WJ805494');
INSERT INTO Taxi VALUES ('ZLL4675', 'Marcopolo', 'Jeep', '2009', 'SF224809');
INSERT INTO Taxi VALUES ('YDL8397', 'GWM', 'Citroen', '2022', 'MS499295');
INSERT INTO Taxi VALUES ('KAN1445', 'Renault', 'Honda', '2000', 'SU891205');
INSERT INTO Taxi VALUES ('DJX6464', 'Honda', 'Volkswagen', '2006', 'LX224453');
INSERT INTO Taxi VALUES ('BAA9370', 'Nissan', 'Honda', '2024', 'FP912166');
INSERT INTO Taxi VALUES ('WNS8215', 'Jaguar', 'Fiat', '2009', 'ME567447');
INSERT INTO Taxi VALUES ('YUY5461', 'Jaguar', 'GWM', '2016', 'ID718039');
INSERT INTO Taxi VALUES ('HVL1469', 'GWM', 'Honda', '2008', 'LL453212');
INSERT INTO Taxi VALUES ('YUC9000', 'BWM', 'Mitsubishi', '2009', 'IT572468');
INSERT INTO Taxi VALUES ('VPY9581', 'BYD', 'Nissan', '2001', 'BD482777');
INSERT INTO Taxi VALUES ('ITD9181', 'Nissan', 'Marcopolo', '2014', 'YL407049');
INSERT INTO Taxi VALUES ('GTK6383', 'Jeep', 'BWM', '2016', 'IQ418586');
INSERT INTO Taxi VALUES ('VRN3020', 'Fiat', 'Renault', '2019', 'WZ948964');
INSERT INTO Taxi VALUES ('EVO8202', 'BWM', 'Marcopolo', '2017', 'MK399929');
INSERT INTO Taxi VALUES ('UOK7481', 'Nissan', 'Nissan', '2010', 'ZY310142');
INSERT INTO Taxi VALUES ('VFY7275', 'Citroen', 'Renault', '2021', 'ZV244468');
INSERT INTO Taxi VALUES ('UXZ5986', 'Jaguar', 'Suzuki', '2013', 'JX391346');
INSERT INTO Taxi VALUES ('RND8290', 'Nissan', 'Suzuki', '2021', 'BP393744');
INSERT INTO Taxi VALUES ('SUP0465', 'Fiat', 'Peugeot', '2008', 'IY176808');
INSERT INTO Taxi VALUES ('IOC1498', 'Fiat', 'GWM', '2023', 'WO017157');
INSERT INTO Taxi VALUES ('VNG4809', 'Renault', 'Citroen', '2002', 'CZ771623');
INSERT INTO Taxi VALUES ('OUD2012', 'Citroen', 'BYD', '2016', 'NM764310');
INSERT INTO Taxi VALUES ('AUR4112', 'Jeep', 'Suzuki', '1999', 'FQ798393');
INSERT INTO Taxi VALUES ('LUX4166', 'Nissan', 'GWM', '2007', 'DO666633');
INSERT INTO Taxi VALUES ('EZF6494', 'Volkswagen', 'Citroen', '2004', 'BI168529');
INSERT INTO Taxi VALUES ('KIA6950', 'Jaguar', 'Jeep', '2016', 'WS244183');
INSERT INTO Taxi VALUES ('LRY5389', 'Fiat', 'Suzuki', '2012', 'IZ889617');
INSERT INTO Taxi VALUES ('CON3270', 'Honda', 'Volkswagen', '2012', 'SK459334');
INSERT INTO Taxi VALUES ('LYL4330', 'Nissan', 'Renault', '2021', 'LL600154');
INSERT INTO Taxi VALUES ('NBL5054', 'Fiat', 'GWM', '2003', 'YS164206');
INSERT INTO Taxi VALUES ('WOR7886', 'Marcopolo', 'Honda', '2024', 'VX565017');
INSERT INTO Taxi VALUES ('QHW0467', 'BYD', 'Peugeot', '2001', 'RD413297');
INSERT INTO Taxi VALUES ('MIV5454', 'Renault', 'Fiat', '2002', 'MI584828');
INSERT INTO Taxi VALUES ('VRK9986', 'Suzuki', 'Peugeot', '2000', 'CZ627178');
INSERT INTO Taxi VALUES ('BMN9598', 'Honda', 'Peugeot', '2018', 'UQ858620');
INSERT INTO Taxi VALUES ('LWE4293', 'Mitsubishi', 'Volkswagen', '2009', 'NU825427');
INSERT INTO Taxi VALUES ('MFA0161', 'Citroen', 'Honda', '2007', 'EZ545469');
INSERT INTO Taxi VALUES ('PUF8923', 'Nissan', 'Nissan', '2016', 'TN400215');
INSERT INTO Taxi VALUES ('YBU6871', 'Renault', 'Citroen', '2021', 'ZW792774');
INSERT INTO Taxi VALUES ('ENH2527', 'Honda', 'Volkswagen', '2009', 'FC938678');
INSERT INTO Taxi VALUES ('GTN1696', 'Citroen', 'Toyota', '2005', 'HC523976');
INSERT INTO Taxi VALUES ('UXU9045', 'Citroen', 'Volkswagen', '2001', 'NV164630');
INSERT INTO Taxi VALUES ('UAN8929', 'Renault', 'Citroen', '2021', 'TV680980');
INSERT INTO Taxi VALUES ('SQK6549', 'Fiat', 'Volkswagen', '2015', 'WQ818400');
INSERT INTO Taxi VALUES ('REL5522', 'Honda', 'Toyota', '2006', 'PM728111');
INSERT INTO Taxi VALUES ('IDB8912', 'Volkswagen', 'Honda', '2008', 'LO513499');
INSERT INTO Taxi VALUES ('AUL1710', 'Honda', 'Toyota', '2005', 'HE202710');
INSERT INTO Taxi VALUES ('UAR2681', 'Fiat', 'Mitsubishi', '2020', 'ZR369879');
INSERT INTO Taxi VALUES ('FSA2615', 'Volkswagen', 'Nissan', '2014', 'UZ270249');
INSERT INTO Taxi VALUES ('QUD5144', 'BWM', 'Mitsubishi', '2003', 'DN473881');
INSERT INTO Taxi VALUES ('BUO5326', 'Jaguar', 'Renault', '2010', 'CR381444');
INSERT INTO Taxi VALUES ('AVJ7146', 'Jaguar', 'Mitsubishi', '2007', 'TO443172');
INSERT INTO Taxi VALUES ('MVY7305', 'Suzuki', 'Volkswagen', '2023', 'LU788508');
INSERT INTO Taxi VALUES ('BJX6131', 'Renault', 'Nissan', '2009', 'XM336264');
INSERT INTO Taxi VALUES ('DNW4412', 'Jaguar', 'Fiat', '2004', 'UK076465');
INSERT INTO Taxi VALUES ('VHS4487', 'BWM', 'Suzuki', '2012', 'UJ591650');
INSERT INTO Taxi VALUES ('XYC6733', 'Mitsubishi', 'Nissan', '2014', 'QH930382');
INSERT INTO Taxi VALUES ('AEQ5294', 'Jaguar', 'BYD', '1999', 'MB084431');
INSERT INTO Taxi VALUES ('MTZ9401', 'BWM', 'Suzuki', '2024', 'HY014698');
INSERT INTO Taxi VALUES ('CMS9424', 'Renault', 'BWM', '2002', 'NO401259');
INSERT INTO Taxi VALUES ('ISR3588', 'Honda', 'Peugeot', '2000', 'UR445737');
INSERT INTO Taxi VALUES ('XTL7367', 'Suzuki', 'Peugeot', '2019', 'TF579895');
INSERT INTO Taxi VALUES ('NVX7861', 'Volkswagen', 'Mitsubishi', '2024', 'AR211180');
INSERT INTO Taxi VALUES ('FTQ7980', 'Citroen', 'BWM', '2011', 'ON694782');
INSERT INTO Taxi VALUES ('GDB5080', 'Fiat', 'Nissan', '2011', 'EL421450');
INSERT INTO Taxi VALUES ('EXZ7425', 'BWM', 'Fiat', '2020', 'DR933764');
INSERT INTO Taxi VALUES ('JMU5541', 'Renault', 'Honda', '2024', 'IO564250');
INSERT INTO Taxi VALUES ('FEA0310', 'Renault', 'Jeep', '2008', 'ZC662097');
INSERT INTO Taxi VALUES ('ORI8109', 'BWM', 'GWM', '2001', 'PF595929');
INSERT INTO Taxi VALUES ('WGI3165', 'BWM', 'Volkswagen', '2006', 'FJ208385');
INSERT INTO Taxi VALUES ('AVM3051', 'BYD', 'Jaguar', '2011', 'BK072312');
INSERT INTO Taxi VALUES ('LPP6405', 'Peugeot', 'Mitsubishi', '1999', 'LM255118');
INSERT INTO Taxi VALUES ('YJY8185', 'Mitsubishi', 'Mitsubishi', '2004', 'VK035341');
INSERT INTO Taxi VALUES ('MLF8765', 'Fiat', 'Jeep', '2016', 'QK598730');
INSERT INTO Taxi VALUES ('PIO7193', 'Fiat', 'Suzuki', '2011', 'WO476957');
INSERT INTO Taxi VALUES ('OIU9048', 'Suzuki', 'Fiat', '2023', 'BL463640');
INSERT INTO Taxi VALUES ('FVI0906', 'GWM', 'Nissan', '2024', 'KD267243');
INSERT INTO Taxi VALUES ('CIM2595', 'Mitsubishi', 'Suzuki', '2003', 'EB618109');
INSERT INTO Taxi VALUES ('WHO3985', 'Fiat', 'BYD', '2004', 'GJ083815');
INSERT INTO Taxi VALUES ('HPC9893', 'Citroen', 'Nissan', '2024', 'CH869195');
INSERT INTO Taxi VALUES ('GJA4777', 'Jaguar', 'Fiat', '2010', 'WQ519505');
INSERT INTO Taxi VALUES ('ZLP8895', 'Honda', 'Honda', '1999', 'OS561346');
INSERT INTO Taxi VALUES ('UAC8395', 'Citroen', 'Renault', '2022', 'QG471402');
INSERT INTO Taxi VALUES ('KRV4512', 'Peugeot', 'Renault', '2005', 'XY131203');
INSERT INTO Taxi VALUES ('QGD9495', 'Volkswagen', 'Suzuki', '2014', 'GF277941');
INSERT INTO Taxi VALUES ('ANN6531', 'Suzuki', 'Nissan', '2021', 'MR737929');
INSERT INTO Taxi VALUES ('FXT5842', 'Volkswagen', 'Nissan', '2002', 'WV106385');
INSERT INTO Taxi VALUES ('YQN0209', 'Renault', 'BWM', '2023', 'YI467564');
INSERT INTO Taxi VALUES ('OLT9585', 'Honda', 'BWM', '2023', 'SU908898');
INSERT INTO Taxi VALUES ('EBU9343', 'BWM', 'Fiat', '1998', 'SL244260');
INSERT INTO Taxi VALUES ('UVI3567', 'Honda', 'Mitsubishi', '2001', 'JD449391');
INSERT INTO Taxi VALUES ('QWJ4702', 'Renault', 'Peugeot', '2004', 'OJ727838');
INSERT INTO Taxi VALUES ('HVG4640', 'Jeep', 'Renault', '2013', 'AH895584');
INSERT INTO Taxi VALUES ('TWJ8703', 'GWM', 'BYD', '2022', 'YI721407');
INSERT INTO Taxi VALUES ('SNI0212', 'BWM', 'Honda', '1998', 'VH792519');
INSERT INTO Taxi VALUES ('YDC8939', 'Nissan', 'Jaguar', '2020', 'ZH463553');
INSERT INTO Taxi VALUES ('OII1252', 'Citroen', 'Suzuki', '1999', 'YN387278');
INSERT INTO Taxi VALUES ('JDK2697', 'BYD', 'Peugeot', '2020', 'FI022620');
INSERT INTO Taxi VALUES ('UKZ1422', 'Suzuki', 'Nissan', '2006', 'XQ912630');
INSERT INTO Taxi VALUES ('SGQ4162', 'Toyota', 'Toyota', '2013', 'AP140780');
INSERT INTO Taxi VALUES ('AND2320', 'Renault', 'Citroen', '2005', 'WZ502066');
INSERT INTO Taxi VALUES ('JSC3349', 'Fiat', 'Mitsubishi', '2012', 'XT139296');
INSERT INTO Taxi VALUES ('DMX2294', 'Fiat', 'Volkswagen', '2018', 'LF861962');
INSERT INTO Taxi VALUES ('QYS1842', 'BWM', 'Volkswagen', '2017', 'QX150495');
INSERT INTO Taxi VALUES ('HAU6743', 'Jaguar', 'Peugeot', '2012', 'NK924079');
INSERT INTO Taxi VALUES ('CVS9233', 'Toyota', 'Renault', '2009', 'BI822763');
INSERT INTO Taxi VALUES ('NUL8996', 'Renault', 'Peugeot', '2002', 'XG800222');
INSERT INTO Taxi VALUES ('HEG9905', 'Fiat', 'Citroen', '2001', 'VN699680');
INSERT INTO Taxi VALUES ('LAD1944', 'BWM', 'Citroen', '2021', 'QG027322');
INSERT INTO Taxi VALUES ('QHT8144', 'Honda', 'Peugeot', '2020', 'AC833271');
INSERT INTO Taxi VALUES ('AMQ1534', 'Jaguar', 'Mitsubishi', '2008', 'DF632463');
INSERT INTO Taxi VALUES ('UBT8427', 'GWM', 'Suzuki', '2006', 'YL852190');
INSERT INTO Taxi VALUES ('ZYG5761', 'Fiat', 'BYD', '2021', 'WU061015');
INSERT INTO Taxi VALUES ('MSD0844', 'Suzuki', 'Suzuki', '2001', 'LJ963923');
INSERT INTO Taxi VALUES ('DEL2830', 'Honda', 'Jaguar', '1998', 'GE342578');
INSERT INTO Taxi VALUES ('LNM2541', 'BWM', 'Honda', '2022', 'RD454996');
